unique_identifier;session_id;total_coins;captured_coins;easy_captured_coins;hard_captured_coins;chest_normals;chest_hard;total_time;total_time_gained;lives_lost;lives_lost_water;lives_lost_static;lives_lost_moving;best_score;end_score;player_backtracked;jumps;average_velocity
3d1b0cc0d45a7e4a3990e180f66c7c522485744b;15;397;19;19;0;0;0;144.3647;19;3;0;1;2;700.6088;700.6088;1;51;5.275099
